SubjectID;Condition;Medium;Ending;Interactivity;Earning;Donation;Percentage;AssICRC;EmbodyAv;Age;Gender;ExperienceVR;Student;Socioeconomic;FamiliarICRC;DonatedICRC;LinkICRC;Angry;Afraid;Excited;Disgusted;Sad;Stressed;Moved;Bored;Calm;Proud;Joyful;Stimulating;Enriching;Pleasant;Vivid;Moving;Engaging;Educational;Interesting;AspectsInspiringDonations;RegularDon;sp1;sp2;sp3;spAV;em1;em2;emAV;im1;im2;im3;imAV;M1;M2;M3;M4;malAV;SE1;SE2;SE3;seAV;Mor;Nat;G1;G2;G3;gAV;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;ssAV;TM_Base;TM_P1;TM_P2;TM_End;TM_P1_Delta;TM_P2_Delta;TM_End_Delta;EC_Base;EC_P1;EC_P2;EC_End;EC_P1_Delta;EC_P2_Delta;EC_End_Delta;Pamp_Base;Pamp_P1;Pamp_P2;Pamp_End;Pamp_P1_Delta;Pamp_P2_Delta;Pamp_End_Delta;AOC_Baseline;AOC_P1;AOC_P2;AOC_End;AOC_P1_Delta;AOC_P2_Delta;AOC_End_Delta;HR_Amp_Base;HR_Amp_P1;HR_Amp_P2;HR_Amp_End;HR_Amp_P1_Delta;HR_Amp_P2_Delta;HR_Amp_End_Delta;BPM_Base;BPM_P1;BPM_P2;BPM_End;BPM_P1_Delta;BPM_P2_Delta;BPM_End_Delta;TM_ex;TM_ex_Delta;EC_ex;EC_ex_Delta;Pamp_ex;Pamp_ex_Delta;AOC_ex;AOC_ex_Delta;HR_Amp_ex;HR_Amp_ex_Delta;BPM_ex;BPM_ex_Delta
12481410;1;1;0;1;12.2;8.2;67.21311475;1;1;19;1;1;Yes;1;2;0;N;1;2;1;1;1;3;3;1;3;1;1;3;3;1;3;3;3;3;4;;Yes;5;5;5;5;4;5;4.5;4;4;5;4.333333333;2;1;1;2;1.5;1;3;5;3;4;1;2;4;4;3.333333333;4;3;3;3;5;4;5;3;3.75;7.570596676;10.9426051;11.38961512;11.48250987;3.372008422;3.819018445;3.911913193;0.11602851;0.171858217;0.153462498;0.134952767;0.055829707;0.037433988;0.018924257;0.209540322;0.21039799;0.117345803;0.197003508;0.000857668;-0.092194519;-0.012536814;7.570037039;10.96655413;11.39466715;11.49689492;3.396517088;3.824630109;3.92685788;0.846659596;0.866484816;0.906605271;0.758717518;0.01982522;0.059945675;-0.087942078;107.3399097;123.7749718;129.6220093;111.6495445;16.43506213;22.28209957;4.309634771;11.16611011;3.595513433;0.162660357;0.046631847;0.163871896;-0.045668425;11.18061064;3.610573598;0.886545043;0.039885447;126.6984906;19.35858085
13241810;1;1;0;1;12.7;6.1;48.03149606;0.765163;1;18;1;0;Yes;1;2;0;N;2;5;1;1;5;5;4;1;1;2;1;4;4;2;4;5;4;4;4;Le fait de vivre la situation en VR la rend beaucoup plus realiste;Yes;4;4;3;3.666666667;4;5;4.5;5;4;4;4.333333333;1;2;1;1;1.25;2;1;4;2.333333333;5;2;4;3;3;3.333333333;2;1;2;3;4;2;1;1;2;10.8446882;10.89569085;10.20801175;10.06616117;0.051002655;-0.636676442;-0.778527026;0.074962519;0.087700066;0.078914141;0;0.012737547;0.003951623;-0.074962519;0.071925092;0.075293406;0.03831679;;0.003368315;-0.033608302;;10.8424342;10.89176968;10.20866917;10.06471901;0.049335485;-0.633765033;-0.777715194;0.110119275;0.226624431;0.140425155;0.131513827;0.116505156;0.03030588;0.021394552;83.83838384;103.0974452;92.27748691;94.08410549;19.25906133;8.439103073;10.24572165;10.5518513;-0.292836893;0.083307104;0.008344585;0.056805098;-0.015119994;10.55021943;-0.292214774;0.183524793;0.073405518;97.68746604;13.8490822
13460410;1;1;0;1;9.6;6.4;66.66666667;0.98;1;25;0;2;Yes;2;2;0;N;3;3;2;4;4;5;5;1;1;2;2;3;4;3;4;5;4;3;5;Le fait que l'on s'identifie aux personnes vivant ce conflit. C'est difficile d'imaginer cette situation du point de vue de nos vies.;Yes;3;4;3;3.333333333;5;5;5;3;4;3;3.333333333;3;2;1;3;2.25;2;5;3;3.333333333;4;1;5;1;5;3.666666667;5;4;2;3;5;4;4;5;4;6.431849893;9.865215061;9.5058432;9.448451741;3.433365167;3.073993307;3.016601848;0;0.043715847;0.041373604;0;0.043715847;0.041373604;0;;0.008741099;0.0194375;;;;;6.431576763;9.863794361;9.506278724;9.448938695;3.432217597;3.074701961;3.017361932;0.052916025;0.104720252;0.093302231;0.06064245;0.051804227;0.040386206;0.007726425;115.8309564;128.126801;128.0999586;130.0779112;12.29584456;12.26900211;14.24695481;9.68552913;3.253679237;0.042544725;0.042544725;0.0140893;;9.685036542;3.253459779;0.099011242;0.046095217;128.1133798;12.28242334
13511410;1;1;0;1;12.4;7.5;60.48387097;0.797339;0.813366;37;0;1;Yes;2;2;2;N;1;3;4;2;4;3;4;1;3;4;2;5;4;5;4;4;4;4;4;Experience sensorielle de situation sur le terrain de la cicr;Yes;4;3;3;3.333333333;4;4;4;4;4;4;4;2;2;4;3;2.75;4;3;4;3.666666667;4;3;4;4;4;4;4;2;3;3;4;3;4;4;3.375;3.692742158;5.57500573;5.857143656;5.324151189;1.882263572;2.164401498;1.631409031;0.041739711;0.103305785;0.112149533;0.056338028;0.061566074;0.070409822;0.014598317;0.023419006;0.224238624;0.182247987;0.063029669;0.200819618;0.158828981;0.039610663;3.692074864;5.570139376;5.873361821;5.317260937;1.878064512;2.181286956;1.625186073;0.06851587;0.172030653;0.22112066;0.158443608;0.103514782;0.15260479;0.089927738;91.02515704;88.82996354;97.57536104;87.21986675;-2.195193502;6.550204;-3.805290294;5.716074693;2.023332535;0.107727659;0.065987948;0.203243306;0.179824299;5.721750598;2.029675734;0.196575656;0.128059786;93.20266229;2.177505249
13521210;1;1;0;1;9.6;2.6;27.08333333;0.808902;0.728812;22;0;1;Yes;4;2;2;N;5;2;4;3;3;3;3;1;3;3;2;3;4;3;5;3;3;5;4;L'immersion est un aspect tres fort car on a bien souvent un regard exterieur tres biaisé. Je pense qu elle sensibilise aux situations auquelles le CICR pourrait faire face.;Yes;3;4;4;3.666666667;4;4;4;3;4;3;3.333333333;1;1;1;3;1.5;3;1;3;2.333333333;4;1;5;5;1;3.666666667;2;1;4;2;1;2;4;2;2.25;5.933796325;7.724106981;7.724629073;7.732807827;1.790310656;1.790832748;1.799011502;0.081307423;0.06594856;0.04995005;0.069979006;-0.015358863;-0.031357373;-0.011328417;0.030159343;0.086348131;0.036410088;0.036725241;0.056188788;0.006250745;0.006565898;5.933182652;7.723091196;7.725343087;7.731131924;1.789908544;1.792160435;1.797949272;0.148339468;0.123506681;0.122191053;0.131428009;-0.024832786;-0.026148414;-0.016911459;75.25373381;80.26422196;77.13510252;75.38802661;5.010488152;1.881368709;0.134292804;7.724368027;1.790571702;0.057949305;-0.023358118;0.06137911;0.031219767;7.724217141;1.791034489;0.122848867;-0.0254906;78.69966224;3.445928431
13690311;1;1;0;1;9.3;0;0;0.854237;1;18;0;2;Yes;2;2;1;Y;4;3;2;4;3;1;4;1;3;2;2;5;4;3;5;4;5;4;5;"De """"vivre"""" la realite de ses propres yeux""";Yes;3;4;2;3;4;5;4.5;4;4;4;4;1;1;1;2;1.25;2;2;5;3;5;2;3;5;5;4.333333333;4;2;2;3;4;5;1;4;3.125;6.019811506;9.545078005;9.262713386;9.418282565;3.525266498;3.242901879;3.398471059;0.050632911;0.114259598;0.139168084;0.074460164;0.063626686;0.088535173;0.023827252;0.118978202;0.201535829;0.130213062;0.129047134;0.082557627;0.01123486;0.010068932;6.019657253;9.541725839;9.268869835;9.431626478;3.522068586;3.249212581;3.411969225;0.262727298;0.746769228;0.853508012;1.216327414;0.48404193;0.590780714;0.953600115;67.95366795;62.03414282;69.07579149;63.15789474;-5.919525131;1.12212354;-4.795773217;9.403895695;3.384084189;0.126713841;0.07608093;0.165874446;0.046896243;9.405297837;3.385640583;0.80013862;0.537411322;65.55496716;-2.398700796
13880710;1;1;0;1;12.7;5;39.37007874;0.777832;0.65315;20;1;0;Yes;1;2;1;N;3;3;1;4;4;2;3;1;3;1;1;4;2;1;3;5;4;1;3;Le fait que la croix rouge sauve des vies;Yes;2;2;2;2;3;4;3.5;3;3;2;2.666666667;2;2;2;3;2.25;2;4;3;3;3;2;4;4;2;3.333333333;3;2;2;3;2;3;1;2;2.25;5.429328045;9.396626837;8.732452674;8.496308957;3.967298793;3.303124629;3.066980912;0.041125185;0.088515158;0.099083478;0.174418605;0.047389973;0.057958293;0.13329342;0.059127855;0.219228724;0.122120488;0.109453915;0.160100869;0.062992633;0.05032606;5.432778398;9.412791425;8.729861499;8.506016512;3.980013027;3.297083101;3.073238114;0.141305353;0.232018553;0.140577971;0.132973473;0.0907132;-0.000727381;-0.00833188;110.6312292;;104.9846632;102.9503397;-110.6312292;-5.646566037;-7.680889576;9.064539756;3.635211711;0.093799318;0.052674133;0.170674606;0.111546751;9.071326462;3.638548064;0.186298262;0.044992909;;
14091210;1;1;0;1;15;7;46.66666667;0.998685;0.593434;25;1;0;Yes;2;2;0;N;2;3;4;2;2;2;3;1;1;2;1;2;3;2;4;2;2;3;4;Cela pourrait donner une image de ce que la Croix Rouge fait et de ce avec quoi l'organisation doit vivre;Maybe;2;3;4;3;4;4;4;4;4;3;3.666666667;2;3;3;2;2.5;1;5;4;3.333333333;3;2;4;3;2;3;4;4;3;3;5;3;1;3;3.25;6.295553199;11.69000645;11.44901239;11.65120499;5.394453247;5.153459195;5.355651794;0.091544607;0.17520806;0.129491745;0.216216216;0.083663452;0.037947138;0.124671609;0.168474522;0.357244015;0.222607002;0.159014761;0.188769494;0.05413248;-0.009459761;6.298553594;11.71091813;11.44933156;11.67803961;5.412364537;5.150777964;5.379486016;0.454013756;0.175818896;0.136473658;0.141417467;-0.278194859;-0.317540098;-0.312596288;70.98791515;100.5509642;102.3033889;92.57142857;29.56304903;31.3154737;21.58351342;11.56950942;5.273956221;0.152349902;0.060805295;0.289925508;0.121450987;11.58012485;5.281571251;0.156146277;-0.297867479;101.4271765;30.43926137
14121810;1;1;0;1;9.1;5;54.94505495;0.73838;0.41199;19;1;0;Yes;3;1;1;N;1;2;2;2;3;3;2;1;4;2;1;5;5;5;4;2;3;5;5;"L'experience virtuelle peut apporter un choc et faire réaliser la réalité aux participants. Ils peuvent donc par cela agir pour aider du mieux qu'ils peuvent les gens (donc en faisant un don)""";Maybe;3;2;3;2.666666667;4;5;4.5;4;3;3;3.333333333;1;1;1;1;1;1;2;4;2.333333333;1;1;5;5;2;4;5;5;4;3;4;5;2;3;3.875;4.921209905;6.450899694;5.80292173;5.565903246;1.529689789;0.881711824;0.644693341;0.066505944;0.095347063;0.03421728;0.054614965;0.028841119;-0.032288664;-0.011890979;0.116088101;0.081397228;0.113237163;0.00127697;-0.034690873;-0.002850938;-0.114811131;4.924012474;6.449714844;5.806489538;5.569040819;1.52570237;0.882477064;0.645028345;0.039993569;0.06562721;0.060854323;0.050289131;0.025633641;0.020860754;0.010295563;98.08713238;101.9417476;103.476152;104.5531463;3.854615189;5.389019597;6.466013891;6.126910712;1.205700807;0.064782172;-0.001723772;0.097317195;-0.018770906;6.128102191;1.204089717;0.063240766;0.023247198;102.7089498;4.621817393
14230211;1;1;0;1;9.3;1.3;13.97849462;0.647403;1;20;1;0;Yes;3;1;0;N;2;4;1;1;3;4;3;1;1;1;1;5;5;3;5;4;3;5;4;"Le fait de pouvoir se mettre a la place des gens qui vivent ces traumatismes au quotidien""";Yes;4;4;4;4;5;4;4.5;4;4;3;3.666666667;2;2;1;1;1.5;2;4;3;3;4;1;3;3;3;3;5;5;2;4;5;5;4;3;4.125;2.721480067;4.489165019;5.047982781;4.587572718;1.767684952;2.326502714;1.866092651;0.014820304;0.045558087;0.038714673;0;0.030737783;0.023894369;-0.014820304;0.018969505;0.029176806;0.044582485;;0.010207301;0.025612981;;2.721522283;4.488885998;5.047590083;4.587450071;1.767363715;2.3260678;1.865927788;0.037902328;0.0271813;0.025402648;0.01959579;-0.010721028;-0.012499679;-0.018306537;66.82959087;68.75053063;71.54213037;75.72815534;1.920939758;4.712539497;8.898564471;4.7685739;2.047093833;0.04213638;0.027316076;0.036879646;0.017910141;4.76823804;2.046715757;0.026291974;-0.011610354;70.1463305;3.316739627
14361410;1;1;0;1;6.6;6.6;100;1;0.753545;19;0;0;Yes;1;2;1;N;2;4;2;1;3;4;3;1;2;4;1;4;5;3;4;5;5;5;5;"Montrer l'équipement dont dispose le CICR grace aux dons.""";Maybe;5;5;5;5;4;5;4.5;5;5;5;5;2;1;1;1;1.25;4;1;4;3;4;2;4;4;1;3;5;5;4;4;4;4;3;5;4.25;9.308808355;9.646166328;9.060382521;8.717920964;0.337357973;-0.248425833;-0.59088739;0.11397867;0.110782866;0.120648052;0.131406045;-0.003195804;0.006669383;0.017427375;0.235007079;0.162286813;0.111510782;0.091286692;-0.072720266;-0.123496298;-0.143720388;9.314179386;9.649379629;9.067675396;8.717444067;0.335200243;-0.24650399;-0.596735319;0.20751623;0.117351912;0.111907112;0.17305179;-0.090164318;-0.095609118;-0.03446444;89.23349592;101.5510544;76.56004195;80.73654391;12.31755843;-12.67345397;-8.496952015;9.353274425;0.04446607;0.115715459;0.001736789;0.136898797;-0.098108282;9.358527513;0.044348127;0.114629512;-0.092886718;89.05554815;-0.17794777
14812210;1;1;0;1;9.7;4;41.2371134;1;0.202176;26;1;0;Yes;2;2;0;N;1;2;2;1;1;2;1;1;1;3;3;3;2;4;4;3;2;2;5;"Le fait de faire l experience.""";No;1;4;1;2;2;2;2;3;3;4;3.333333333;1;1;1;2;1.25;1;4;2;2.333333333;1;4;3;1;5;3;3;4;5;2;2;2;1;2;2.625;6.910461219;8.41481513;7.808667278;7.637132395;1.504353911;0.89820606;0.726671176;0.083668005;0.092678406;0.064246707;0;0.009010401;-0.019421298;-0.083668005;0.07351966;0.042658886;0.038276384;;-0.030860774;-0.035243276;;6.910392973;8.41093044;7.809608413;7.634612166;1.500537467;0.89921544;0.724219193;0.140248356;0.13192164;0.070551472;0.099114576;-0.008326716;-0.069696883;-0.04113378;81.08108108;83.96670286;84.7107438;79.82261641;2.885621778;3.629662721;-1.258464673;8.111741204;1.201279986;0.078462557;-0.005205449;0.040467635;-0.033052025;8.110269427;1.199876454;0.101236556;-0.039011799;84.33872333;3.257642249
14831210;2;1;1;1;9.3;3;32.25806452;0.773053;0.5;30;0;2;Yes;1;1;0;N;1;3;3;3;2;4;2;4;2;1;1;5;4;2;3;4;4;3;2;;Maybe;2;4;1;2.333333333;4;5;4.5;4;5;2;3.666666667;1;4;3;3;2.75;4;4;2;3.333333333;2;4;1;1;4;2;3;2;4;2;4;4;4;5;3.5;3.671353481;4.560799037;4.505875405;4.335669009;0.889445555;0.834521924;0.664315527;0.056989335;0.0456621;0.040883074;0;-0.011327234;-0.01610626;-0.056989335;0.037667865;0.115875805;0.078907701;;0.078207939;0.041239836;;3.67313612;4.564853002;4.502308361;4.333821698;0.891716882;0.829172241;0.660685578;0.140780509;0.154672825;0.186452217;0.142036797;0.013892315;0.045671708;0.001256288;59.00338815;77.57951901;74.87095413;83.5117773;18.57613086;15.86756598;24.50838915;4.533337221;0.861983739;0.043272587;-0.013716747;0.097391753;0.059723888;4.533580681;0.860444562;0.170562521;0.029782012;76.22523657;17.22184842
